
episode,reward,timesteps,successful
1,176,3,0
2,-20,1,0
3,149,3,0
4,-20,1,0
5,15,2,0
6,-2,2,0
7,-20,1,0
8,131,2,0
9,-20,1,0
10,510,6,0
11,61,3,0
12,39,2,0
13,211,5,0
14,131,2,0
15,-20,1,0
16,-20,1,0
17,-22,2,0
18,-20,1,0
19,-20,1,0
20,-20,1,0
21,0,2,0
22,-20,1,0
23,-20,1,0
24,129,2,0
25,-20,1,0
26,24,2,0
27,337,5,0
28,113,2,0
29,151,2,0
30,291,4,0
31,5,2,0
32,-20,1,0
33,-20,1,0
34,532,6,0
35,277,5,0
36,-20,1,0
37,336,5,0
38,-20,1,0
39,-20,1,0
40,-20,1,0
41,2,2,0
42,159,3,0
43,138,2,0
44,134,2,0
45,-20,1,0
46,-20,1,0
47,-20,1,0
48,27,2,0
49,-20,1,0
50,-20,1,0
51,-20,1,0
52,-20,1,0
53,-20,1,0
54,452,4,0
55,-5,2,0
56,-20,1,0
57,-20,1,0
58,472,4,0
59,-20,1,0
60,25,2,0
61,120,2,0
62,-20,1,0
63,-20,1,0
64,-20,1,0
65,-20,1,0
66,-20,1,0
67,-20,1,0
68,40,3,0
69,-20,1,0
70,117,2,0
71,15,3,0
72,-20,1,0
73,362,5,0
74,162,2,0
75,-20,1,0
76,-1,2,0
77,208,3,0
78,-20,1,0
79,-20,1,0
80,-20,1,0
81,-20,1,0
82,12,2,0
83,-20,1,0
84,-20,1,0
85,-20,1,0
86,325,3,0
87,-20,1,0
88,-20,1,0
89,-20,1,0
90,-20,1,0
91,-20,1,0
92,-20,1,0
93,156,3,0
94,10,2,0
95,152,3,0
96,-20,1,0
97,-20,1,0
98,-20,1,0
99,125,2,0
100,-20,1,0
101,-8,2,0
102,144,2,0
103,223,5,0
104,-20,1,0
105,741,10,0
106,-20,1,0
107,190,5,0
108,-20,1,0
109,116,2,0
110,24,2,0
111,199,3,0
112,147,2,0
113,-20,1,0
114,19,2,0
115,242,4,0
116,7,2,0
117,170,2,0
118,-20,1,0
119,-20,1,0
120,-20,1,0
