
episode,reward,timesteps,successful
1,41,2,0
2,-20,1,0
3,191,3,0
4,-20,1,0
5,-20,1,0
6,-20,1,0
7,-20,1,0
8,-20,1,0
9,0,2,0
10,-20,1,0
11,-20,1,0
12,-20,1,0
13,-20,1,0
14,-20,1,0
15,87,3,0
16,7,2,0
17,508,6,0
18,-20,1,0
19,5,2,0
20,169,3,0
21,-20,1,0
22,456,4,0
23,-20,1,0
24,5,2,0
25,-20,1,0
26,770,9,0
27,-20,1,0
28,-20,1,0
29,-20,1,0
30,136,2,0
31,-3,2,0
32,162,3,0
33,154,3,0
34,174,3,0
35,-20,1,0
36,793,7,0
37,-20,1,0
38,-20,1,0
39,-20,1,0
40,-20,1,0
41,-20,1,0
42,-20,1,0
43,-20,1,0
44,-16,2,0
45,226,4,0
46,-20,1,0
47,-20,1,0
48,-20,1,0
49,-20,1,0
50,93,3,0
51,723,6,0
52,284,3,0
53,-20,1,0
54,-20,1,0
55,216,3,0
56,-20,1,0
57,-20,1,0
58,125,2,0
59,-20,1,0
60,-20,1,0
61,14,2,0
62,17,2,0
63,-20,1,0
64,-20,1,0
65,-20,1,0
66,-20,1,0
67,-20,1,0
68,142,3,0
69,-20,1,0
70,-2,2,0
71,-20,1,0
72,-20,1,0
73,-20,1,0
74,140,2,0
75,-20,1,0
76,145,3,0
77,-20,1,0
78,143,2,0
79,-20,1,0
80,-20,1,0
81,-20,1,0
82,-20,1,0
83,-20,1,0
84,2,2,0
85,-20,1,0
86,180,5,0
87,-20,1,0
88,197,3,0
89,-20,1,0
90,33,2,0
91,-20,1,0
92,-20,1,0
93,-20,1,0
94,793,10,0
95,-20,1,0
96,-20,1,0
97,-20,1,0
98,-20,1,0
99,-20,1,0
100,-20,1,0
101,-20,1,0
102,-20,1,0
103,140,3,0
104,-20,1,0
105,-20,1,0
106,-20,1,0
107,-20,1,0
108,217,4,0
109,-13,2,0
110,-20,1,0
111,-20,1,0
112,-20,1,0
113,164,3,0
114,-20,1,0
115,-20,1,0
116,177,4,0
117,1,2,0
118,-20,1,0
119,162,3,0
120,-20,1,0
121,275,3,0
122,-20,1,0
123,-20,1,0
124,200,4,0
125,172,2,0
126,-20,1,0
127,312,3,0
128,283,3,0
129,180,3,0
130,-20,1,0
131,120,2,0
132,-20,1,0
133,209,5,0
134,2,2,0
135,135,3,0
136,-20,1,0
137,121,2,0
138,162,2,0
139,16,2,0
140,130,2,0
141,47,4,0
142,-20,1,0
143,46,3,0
144,-20,1,0
145,187,3,0
146,158,2,0
147,145,2,0
148,26,2,0
149,-20,1,0
150,-20,1,0
151,-20,1,0
152,-20,1,0
153,-20,1,0
154,25,2,0
155,347,3,0
156,118,2,0
157,177,4,0
158,-20,1,0
159,-20,1,0
160,132,2,0
161,129,2,0
162,23,2,0
163,-20,1,0
164,-20,1,0
165,50,3,0
166,-20,1,0
167,18,2,0
168,-20,1,0
169,-20,1,0
170,-20,1,0
171,-20,1,0
172,19,2,0
173,173,3,0
174,-20,1,0
175,-20,1,0
176,-20,1,0
177,-20,1,0
178,-20,1,0
179,-20,1,0
180,23,4,0
181,-20,1,0
182,-20,1,0
183,-20,1,0
184,-20,1,0
185,-2,2,0
186,-20,1,0
187,19,2,0
188,-20,1,0
189,42,3,0
190,-20,1,0
191,-20,1,0
192,-20,1,0
193,-20,1,0
194,51,2,0
195,3,2,0
196,303,4,0
197,-20,1,0
198,-20,1,0
199,21,2,0
200,11,2,0
201,-20,1,0
202,-20,1,0
203,-20,1,0
204,9,2,0
205,-20,1,0
206,215,5,0
207,-7,2,0
208,122,2,0
209,-20,1,0
210,210,4,0
211,35,2,0
212,-20,1,0
213,-20,1,0
214,22,2,0
215,-20,1,0
216,23,3,0
217,20,2,0
218,-20,1,0
219,71,4,0
220,20,3,0
221,451,4,0
222,-20,1,0
223,-4,2,0
224,-20,1,0
225,-20,1,0
226,-20,1,0
227,-20,1,0
228,-20,1,0
229,-20,1,0
230,-20,1,0
231,42,2,0
232,8,2,0
233,-20,1,0
234,-20,1,0
235,-20,1,0
236,146,3,0
237,126,2,0
238,-20,1,0
239,-20,1,0
240,-20,1,0
241,-12,2,0
242,135,3,0
243,-20,1,0
244,353,3,0
245,44,3,0
246,117,2,0
247,-20,1,0
248,159,2,0
249,158,3,0
250,-20,1,0
251,-20,1,0
252,-20,1,0
253,-20,1,0
254,-20,1,0
255,149,2,0
256,40,2,0
257,-20,1,0
258,-20,1,0
259,156,2,0
260,-20,1,0
261,6,2,0
262,-20,1,0
263,-20,1,0
264,1186,8,0
265,1187,10,0
266,165,3,0
267,-20,1,0
268,153,3,0
269,-20,1,0
270,-20,1,0
271,145,2,0
272,-20,1,0
273,-20,1,0
274,-20,1,0
275,112,3,0
276,436,5,0
277,170,4,0
278,6,2,0
279,94,4,0
280,-2,2,0
281,-20,1,0
282,-20,1,0
283,34,3,0
284,-20,1,0
285,133,2,0
286,-20,1,0
287,-20,1,0
288,10,2,0
289,-20,1,0
290,155,2,0
291,3,2,0
292,-20,1,0
293,-21,2,0
294,-20,1,0
295,-20,1,0
296,-20,1,0
297,-20,2,0
298,138,2,0
299,-20,1,0
300,538,6,0
301,-20,1,0
302,-20,1,0
303,-20,1,0
304,-20,1,0
305,-14,2,0
306,-20,1,0
307,-20,1,0
308,-2,3,0
309,10,2,0
310,-20,1,0
311,153,3,0
312,-20,1,0
313,9,2,0
314,-20,1,0
315,-20,1,0
316,894,10,1
317,-20,1,0
318,-20,1,0
319,19,2,0
320,-20,1,0
321,26,2,0
322,-20,1,0
323,291,3,0
324,-20,1,0
325,-20,1,0
326,-20,1,0
327,-20,1,0
328,-20,1,0
329,-13,2,0
330,-20,1,0
331,218,4,0
332,146,3,0
333,130,2,0
334,-20,1,0
335,1054,10,0
336,5,2,0
337,-20,1,0
338,51,3,0
339,290,3,0
340,-20,1,0
341,321,4,0
342,-20,1,0
343,-20,1,0
344,125,2,0
345,-20,1,0
346,-20,1,0
347,-20,1,0
348,374,5,0
349,158,2,0
350,3,2,0
351,-20,1,0
352,38,3,0
353,-20,1,0
354,27,2,0
355,133,2,0
356,-20,1,0
357,160,3,0
358,-20,1,0
359,-20,1,0
360,6,2,0
361,-20,1,0
362,9,2,0
363,-20,1,0
364,-20,1,0
365,9,2,0
366,30,3,0
367,14,2,0
368,-20,1,0
369,46,4,0
370,-20,1,0
371,-20,1,0
372,-20,1,0
373,-20,1,0
374,-20,1,0
375,9,2,0
376,-20,1,0
377,22,3,0
378,25,2,0
379,702,6,0
380,-20,1,0
381,141,2,0
382,15,2,0
383,33,2,0
384,-20,1,0
385,326,7,0
386,-20,1,0
387,305,3,0
388,-20,1,0
389,-20,1,0
390,151,2,0
391,-20,1,0
392,134,2,0
393,-20,2,0
394,-20,1,0
395,-20,1,0
396,318,4,0
397,-20,1,0
398,128,2,0
399,38,2,0
400,135,2,0
401,-20,1,0
402,4,2,0
403,-20,1,0
404,496,6,0
405,-20,1,0
406,126,2,0
407,-20,1,0
408,53,3,0
409,127,2,0
410,-20,1,0
411,0,2,0
412,27,2,0
413,301,5,0
414,152,3,0
415,23,2,0
416,-20,1,0
417,-20,2,0
418,-20,1,0
419,-20,1,0
420,-20,1,0
421,32,2,0
422,-20,1,0
423,28,2,0
424,-20,1,0
425,59,4,0
426,-20,1,0
427,-20,1,0
428,6,2,0
429,2,2,0
430,-13,2,0
431,134,2,0
432,127,2,0
433,-20,1,0
434,-20,1,0
435,-20,1,0
436,-20,1,0
437,19,2,0
438,-20,1,0
