
episode,reward,timesteps,successful
1,-4,2,0
2,-20,1,0
3,-20,1,0
4,-20,1,0
5,-20,1,0
6,-20,1,0
7,-20,1,0
8,-20,1,0
9,-20,1,0
10,111,2,0
11,-20,1,0
12,-20,1,0
13,334,5,0
14,4,2,0
15,-20,1,0
16,-20,1,0
17,-20,1,0
18,162,3,0
19,135,2,0
20,0,2,0
21,43,3,0
22,0,2,0
23,-20,1,0
24,222,4,0
25,113,2,0
26,-20,1,0
27,-20,1,0
28,-20,1,0
29,-20,1,0
30,649,8,0
31,-20,1,0
32,114,2,0
33,-20,1,0
34,-20,1,0
35,-20,1,0
36,-21,2,0
37,291,3,0
38,15,2,0
39,248,6,0
40,-4,2,0
41,-20,1,0
42,-20,1,0
43,282,3,0
44,-20,1,0
45,-20,1,0
46,-20,1,0
47,-13,2,0
48,179,4,0
49,151,3,0
50,-20,1,0
51,-20,1,0
52,-20,1,0
53,175,2,0
54,99,4,0
55,485,5,0
56,9,2,0
57,111,2,0
58,-20,1,0
59,-20,1,0
60,201,3,0
61,-20,1,0
62,152,3,0
63,-20,1,0
64,166,3,0
65,-20,1,0
66,-20,1,0
67,-20,1,0
68,233,4,0
69,-20,1,0
70,-20,1,0
71,129,2,0
72,138,2,0
73,718,9,0
74,-20,1,0
75,-20,1,0
76,-20,1,0
77,-20,1,0
78,-20,1,0
79,140,2,0
80,291,4,0
81,-20,1,0
82,-20,1,0
83,-20,1,0
84,-20,1,0
85,-20,1,0
86,-20,1,0
87,193,5,0
88,-20,1,0
89,229,4,0
90,12,2,0
91,-20,1,0
92,13,2,0
93,289,3,0
94,162,3,0
95,-20,1,0
96,-20,1,0
97,8,2,0
98,-20,1,0
99,-20,1,0
100,38,3,0
101,-20,1,0
102,26,2,0
103,136,2,0
104,10,3,0
105,-20,1,0
106,15,2,0
107,-20,1,0
108,123,2,0
109,50,2,0
110,-20,1,0
111,11,2,0
112,-20,1,0
113,-20,1,0
114,212,4,0
115,-20,1,0
116,-2,2,0
117,-20,1,0
118,-20,1,0
119,411,5,0
120,-20,1,0
121,-20,1,0
122,171,4,0
123,141,2,0
124,-20,1,0
125,-20,1,0
126,144,2,0
127,-20,1,0
128,-20,1,0
129,155,3,0
130,169,5,0
131,-20,1,0
132,95,5,0
133,-20,1,0
