
episode,reward,timesteps,successful
1,193,3,0
2,-20,1,0
3,157,3,0
4,-20,1,0
5,-20,1,0
6,-20,1,0
7,-20,1,0
8,-20,1,0
9,55,4,0
10,153,2,0
11,-20,1,0
12,-20,1,0
13,44,2,0
14,18,2,0
15,-20,1,0
16,-20,1,0
17,-20,1,0
18,1,2,0
19,-20,1,0
20,53,2,0
21,177,2,0
22,-20,1,0
23,-20,1,0
24,-20,1,0
25,-20,1,0
26,-20,1,0
27,-20,1,0
28,-20,1,0
29,58,3,0
30,244,3,0
31,-20,1,0
32,14,2,0
33,-20,1,0
34,-20,1,0
35,144,3,0
36,-12,2,0
37,168,2,0
38,821,7,0
39,-20,1,0
40,-20,1,0
41,-20,1,0
42,196,3,0
43,-20,1,0
44,84,4,0
45,-20,1,0
46,-20,1,0
47,96,4,0
48,-20,1,0
49,-20,1,0
50,-20,1,0
51,-20,1,0
52,-4,2,0
53,167,3,0
54,154,2,0
55,-1,2,0
56,-20,1,0
57,-20,1,0
58,-20,1,0
59,18,2,0
60,-20,1,0
61,-20,1,0
62,9,2,0
63,-20,1,0
64,324,4,0
65,8,2,0
66,-20,1,0
67,-20,1,0
68,-7,2,0
69,162,2,0
70,-20,1,0
71,-20,1,0
72,-20,1,0
73,9,2,0
74,-20,1,0
75,-16,2,0
76,-20,1,0
77,133,2,0
78,-20,1,0
79,128,2,0
80,-20,1,0
81,993,10,1
82,-20,1,0
83,152,2,0
84,-20,1,0
85,-20,1,0
86,-20,1,0
87,-20,1,0
88,162,2,0
89,12,3,0
90,-20,1,0
91,-20,1,0
92,-4,2,0
93,-20,1,0
94,-20,1,0
95,-20,1,0
96,173,2,0
97,-20,1,0
98,-20,1,0
99,-20,1,0
100,-20,1,0
101,-20,1,0
102,18,2,0
103,-11,2,0
104,9,2,0
105,344,5,0
106,-20,1,0
107,-2,2,0
108,294,3,0
109,157,2,0
110,380,5,0
111,10,2,0
112,-22,2,0
113,172,2,0
114,-20,1,0
115,-20,1,0
116,-20,1,0
117,-20,1,0
118,-20,1,0
119,0,2,0
120,-20,1,0
121,-18,2,0
122,-13,2,0
123,138,4,0
124,-20,1,0
125,-20,1,0
126,-20,1,0
127,32,2,0
128,85,3,0
129,-20,1,0
130,-20,1,0
131,-20,1,0
132,54,3,0
133,134,2,0
134,25,2,0
135,-20,1,0
136,139,2,0
137,-20,1,0
138,-19,2,0
139,-20,1,0
140,20,2,0
141,-20,1,0
142,299,5,0
143,133,5,0
144,-1,2,0
145,-20,1,0
146,-10,2,0
147,33,3,0
148,37,3,0
149,-20,1,0
150,-20,1,0
151,-20,1,0
152,-20,1,0
153,-9,2,0
154,54,3,0
155,-20,1,0
156,176,2,0
157,48,3,0
158,-20,1,0
159,-20,1,0
160,134,2,0
161,305,3,0
162,41,4,0
163,329,6,0
164,-20,1,0
165,156,2,0
166,-20,1,0
167,-20,1,0
168,86,3,0
169,-20,1,0
170,84,3,0
171,-20,1,0
172,116,5,0
173,64,5,0
174,-20,1,0
175,-20,1,0
176,-1,2,0
177,184,4,0
178,-20,1,0
179,54,4,0
180,69,3,0
181,-20,1,0
182,11,2,0
183,-20,1,0
184,-20,1,0
185,-20,1,0
186,144,2,0
187,13,2,0
188,-20,1,0
189,1,2,0
190,-20,1,0
191,13,2,0
192,-20,1,0
193,-20,1,0
194,131,2,0
195,-20,1,0
196,-20,1,0
197,313,3,0
198,163,2,0
199,-20,1,0
200,-20,1,0
201,-20,1,0
202,102,3,0
203,-20,1,0
204,-20,1,0
205,-10,2,0
206,-20,1,0
207,-20,1,0
208,344,4,0
209,-20,1,0
210,75,3,0
211,-20,1,0
212,30,2,0
213,-20,1,0
214,-20,1,0
215,-20,1,0
216,-20,1,0
217,259,4,0
218,-20,1,0
219,177,2,0
220,161,2,0
221,148,5,0
222,-20,1,0
223,-20,1,0
224,-20,1,0
225,-20,1,0
226,-20,1,0
227,-20,1,0
228,-20,1,0
229,-20,1,0
230,-20,1,0
231,-20,1,0
232,3,2,0
233,-20,1,0
234,-20,1,0
235,-17,2,0
236,-20,1,0
237,-20,1,0
238,-20,1,0
239,344,9,0
240,-20,1,0
241,123,5,0
242,-20,1,0
243,-20,1,0
244,-20,1,0
245,153,4,0
246,-20,1,0
247,40,2,0
248,-20,1,0
249,-20,1,0
250,-20,1,0
251,-13,2,0
