
episode,reward,timesteps,successful
1,141,2,0
2,-20,1,0
3,191,3,0
4,-20,1,0
5,-20,1,0
6,-20,1,0
7,-20,1,0
8,-20,1,0
9,0,2,0
10,-20,1,0
11,-20,1,0
12,-20,1,0
13,-20,1,0
14,-20,1,0
15,46,2,0
16,-20,1,0
17,18,2,0
18,535,6,0
19,-20,1,0
20,324,6,0
21,53,3,0
22,-20,1,0
23,-20,1,0
24,5,2,0
25,-20,1,0
26,849,9,0
27,-20,1,0
28,-20,1,0
29,-20,1,0
30,134,2,0
31,-4,2,0
32,162,3,0
33,152,3,0
34,170,3,0
35,-20,1,0
36,682,7,0
37,-20,1,0
38,-20,1,0
39,-20,1,0
40,-20,1,0
41,-20,1,0
42,-20,1,0
43,-20,1,0
44,-16,2,0
45,225,4,0
46,-20,1,0
47,-20,1,0
48,-20,1,0
49,-20,1,0
50,191,3,0
51,817,6,0
52,280,3,0
53,-20,1,0
54,-20,1,0
55,211,3,0
56,1,2,0
57,9,2,0
58,-20,1,0
59,-20,1,0
60,11,2,0
61,86,3,0
62,146,2,0
63,-20,1,0
64,64,4,0
65,0,3,0
66,-20,1,0
67,-20,1,0
68,-20,1,0
69,162,2,0
70,-20,1,0
71,33,2,0
72,-20,1,0
73,169,4,0
74,-20,1,0
75,-20,1,0
76,0,2,0
77,0,2,0
78,-20,1,0
79,-20,1,0
80,-8,2,0
81,-20,1,0
82,-20,1,0
83,-20,1,0
84,243,6,0
85,-20,1,0
86,-20,1,0
87,3,2,0
88,-20,1,0
89,-20,1,0
90,293,3,0
91,-20,1,0
92,307,5,0
93,-20,1,0
94,-20,1,0
95,-20,1,0
96,5,2,0
97,-20,1,0
98,-20,1,0
99,27,2,0
100,76,3,0
101,-20,1,0
102,362,4,0
103,-20,1,0
104,30,2,0
105,-20,1,0
106,-20,1,0
107,10,2,0
108,-20,1,0
109,-20,1,0
110,-20,1,0
111,-20,1,0
112,74,3,0
113,17,2,0
114,-20,1,0
115,-20,1,0
116,134,2,0
117,-20,1,0
118,134,3,0
119,725,6,0
120,118,2,0
121,-20,1,0
122,-20,1,0
123,135,2,0
124,137,3,0
125,416,7,0
126,2,2,0
127,-20,1,0
128,7,2,0
129,-1,2,0
130,-20,1,0
131,7,2,0
132,-20,1,0
133,246,4,0
134,-20,1,0
135,-20,1,0
136,137,2,0
137,143,3,0
138,-20,1,0
139,-20,1,0
140,158,3,0
141,-20,1,0
142,137,3,0
143,143,2,0
144,29,2,0
145,27,2,0
146,-20,1,0
147,-20,1,0
148,-20,1,0
149,-20,1,0
150,-20,1,0
151,128,2,0
152,183,3,0
153,-2,2,0
154,238,5,0
155,-20,1,0
156,25,2,0
157,167,3,0
158,-20,1,0
159,-20,1,0
160,-20,1,0
161,172,3,0
162,-20,1,0
163,152,2,0
164,-20,1,0
165,-20,1,0
166,-20,1,0
167,-20,1,0
168,15,2,0
169,49,3,0
170,-20,1,0
171,-20,1,0
172,-20,1,0
173,-20,1,0
174,-20,1,0
175,-20,1,0
176,30,4,0
177,-20,1,0
178,-20,1,0
179,-20,1,0
180,-20,1,0
181,153,3,0
182,41,2,0
183,-20,1,0
184,304,3,0
185,-20,1,0
186,-20,1,0
187,-20,1,0
188,-20,1,0
189,184,4,0
190,515,6,0
191,165,2,0
192,-2,2,0
193,-20,1,0
