
episode,reward,timesteps,successful
1,277,3,0
2,-20,1,0
3,150,3,0
4,-20,1,0
5,17,2,0
6,-2,2,0
7,-20,1,0
8,132,2,0
9,-20,1,0
10,518,6,0
11,61,3,0
12,38,2,0
13,221,5,0
14,131,2,0
15,-20,1,0
16,-20,1,0
17,-20,2,0
18,-20,1,0
19,-20,1,0
20,-20,1,0
21,40,3,0
22,152,3,0
23,-20,1,0
24,12,2,0
25,157,4,0
26,-20,1,0
27,9,2,0
28,147,2,0
29,183,4,0
30,-1,2,0
31,-20,1,0
32,-20,1,0
33,4,2,0
34,168,4,0
35,271,5,0
36,-20,1,0
37,340,5,0
38,-20,1,0
39,-20,1,0
40,-20,1,0
41,4,2,0
42,160,3,0
43,138,2,0
44,134,2,0
45,-20,1,0
46,-20,1,0
47,-20,1,0
48,27,2,0
49,-20,1,0
50,-20,1,0
51,-20,1,0
52,-20,1,0
53,-20,1,0
54,457,4,0
55,-5,2,0
56,-20,1,0
57,-20,1,0
58,471,4,0
59,-20,1,0
60,27,2,0
61,120,2,0
62,-20,1,0
63,1,2,0
64,-20,1,0
65,-20,1,0
66,-20,1,0
67,262,3,0
68,-20,1,0
69,256,6,0
70,226,5,0
71,163,2,0
72,-20,1,0
73,-20,1,0
74,-9,2,0
75,177,3,0
76,-3,2,0
77,-20,1,0
78,-20,1,0
79,-20,1,0
80,-20,1,0
81,-20,1,0
82,-20,1,0
83,311,3,0
84,-20,1,0
85,-20,1,0
86,-20,1,0
87,-20,1,0
88,-20,1,0
89,206,4,0
90,-20,1,0
91,184,4,0
92,-20,1,0
93,-20,1,0
94,-20,1,0
95,17,2,0
96,154,3,0
97,141,2,0
98,-20,1,0
99,184,4,0
100,-20,1,0
101,455,10,0
102,21,2,0
103,200,4,0
104,-20,1,0
105,-16,2,0
106,156,2,0
107,-14,2,0
108,-20,1,0
109,149,2,0
110,342,3,0
111,226,4,0
112,6,2,0
113,166,2,0
114,0,2,0
115,-20,1,0
116,55,3,0
117,0,2,0
118,-20,1,0
119,41,2,0
120,-20,1,0
121,-20,1,0
122,-20,1,0
123,167,3,0
124,-20,1,0
125,-20,1,0
126,-20,1,0
127,7,2,0
128,173,3,0
129,7,2,0
130,119,3,0
131,-20,1,0
132,-20,1,0
133,5,2,0
134,-20,1,0
135,-20,1,0
136,-20,1,0
137,-20,1,0
138,-20,1,0
139,-20,1,0
140,7,2,0
141,-20,1,0
142,155,2,0
143,-20,1,0
144,-12,2,0
145,-20,1,0
146,-20,1,0
147,142,2,0
148,310,3,0
149,36,4,0
150,210,3,0
151,-20,1,0
152,131,2,0
153,-20,1,0
154,32,2,0
155,-20,1,0
156,-20,1,0
157,-20,1,0
158,56,3,0
159,10,2,0
160,27,2,0
161,324,5,0
162,-20,1,0
163,34,4,0
164,-20,1,0
165,-20,1,0
166,-3,2,0
167,216,5,0
168,-20,1,0
169,-20,1,0
170,206,4,0
171,-20,1,0
172,-20,1,0
173,-20,1,0
174,2,2,0
175,-20,1,0
176,171,3,0
177,-20,1,0
178,-20,1,0
179,-20,1,0
180,127,2,0
181,-20,1,0
182,93,4,0
183,147,3,0
184,375,4,0
185,156,2,0
186,-20,1,0
187,-20,1,0
188,51,4,0
189,1,3,0
190,-20,1,0
191,-15,2,0
192,-4,2,0
193,-20,1,0
194,-20,1,0
195,85,5,0
196,275,3,0
197,-20,1,0
198,-1,2,0
199,330,3,0
200,149,4,0
201,158,2,0
202,268,6,0
203,-20,1,0
204,-20,1,0
205,-20,1,0
206,-20,1,0
207,-20,1,0
208,15,2,0
209,-20,1,0
210,-20,1,0
211,9,2,0
212,-20,1,0
213,-20,1,0
214,-20,1,0
215,166,3,0
216,-20,1,0
217,-20,1,0
218,484,8,0
219,-20,1,0
220,51,4,0
221,-20,1,0
222,-20,1,0
223,-20,1,0
224,-20,1,0
225,-20,1,0
226,303,3,0
227,-20,1,0
228,-20,1,0
229,-20,1,0
230,-20,1,0
231,-20,1,0
232,-20,1,0
233,-20,1,0
234,143,3,0
235,333,5,0
236,-20,1,0
237,-20,1,0
