
episode,reward,timesteps,successful
1,42,2,0
2,-20,1,0
3,35,2,0
4,-20,1,0
5,-20,1,0
6,-20,1,0
7,23,3,0
8,150,2,0
9,-20,1,0
10,-20,1,0
11,-20,1,0
12,24,2,0
13,91,3,0
14,159,2,0
15,302,6,0
16,-20,1,0
17,63,3,0
18,-20,1,0
19,-20,1,0
20,-20,1,0
21,188,3,0
22,23,2,0
23,23,2,0
24,-20,1,0
25,50,4,0
26,164,5,0
27,-20,1,0
28,-20,1,0
29,-20,1,0
30,-20,1,0
31,-20,1,0
32,-20,1,0
33,-20,1,0
34,-20,1,0
35,262,5,0
36,55,3,0
37,-20,1,0
38,83,4,0
39,-20,1,0
40,22,2,0
41,-20,1,0
42,-20,1,0
43,-20,1,0
44,-20,1,0
45,-20,1,0
46,-20,1,0
47,-20,1,0
48,176,6,0
49,-20,1,0
50,483,5,0
51,-20,1,0
52,48,3,0
53,-20,1,0
54,-20,1,0
55,-20,1,0
56,248,4,0
57,-20,1,0
58,90,3,0
59,-20,1,0
60,-20,1,0
61,52,2,0
62,-20,1,0
63,-20,1,0
64,12,3,0
65,160,2,0
66,-20,1,0
67,-20,1,0
68,-20,1,0
69,-20,1,0
70,17,2,0
71,-20,1,0
72,-20,1,0
73,-20,1,0
74,-20,1,0
75,-20,1,0
76,24,2,0
77,-20,1,0
78,-20,1,0
79,-20,1,0
80,50,2,0
81,-20,1,0
82,-20,1,0
83,39,2,0
84,-20,1,0
85,-20,1,0
86,-20,1,0
87,-20,1,0
88,68,4,0
89,-20,1,0
90,79,3,0
91,-20,1,0
92,-20,1,0
93,86,3,0
94,-20,1,0
95,105,3,0
96,-20,1,0
97,34,2,0
98,-20,1,0
99,-20,1,0
100,-1,2,0
101,-20,1,0
102,-20,1,0
103,-20,1,0
104,228,4,0
105,-20,1,0
106,-20,1,0
107,-20,1,0
108,-20,1,0
109,-20,1,0
110,-20,1,0
111,-20,1,0
112,9,2,0
113,75,3,0
114,-20,1,0
115,53,4,0
116,-20,1,0
117,0,2,0
118,3,2,0
119,145,2,0
120,-20,1,0
121,-20,1,0
122,-20,1,0
123,189,3,0
124,-20,1,0
125,-20,1,0
126,-20,1,0
