
episode,reward,timesteps,successful
1,-4,2,0
2,-20,1,0
3,-20,1,0
4,-20,1,0
5,-20,1,0
6,-20,1,0
7,-20,1,0
8,-20,1,0
9,-20,1,0
10,116,2,0
11,4,2,0
12,-20,1,0
13,221,4,0
14,4,2,0
15,-20,1,0
16,-20,1,0
17,-20,1,0
18,182,3,0
19,31,2,0
20,0,2,0
21,52,3,0
22,-5,2,0
23,-20,1,0
24,303,6,0
25,-20,1,0
26,-20,1,0
27,-20,2,0
28,368,4,0
29,318,7,0
30,-20,1,0
31,-20,1,0
32,33,3,0
33,316,3,0
34,-20,1,0
35,6,3,0
36,234,5,0
37,-20,1,0
38,-20,1,0
39,-20,1,0
40,296,4,0
41,-20,1,0
42,333,3,0
43,90,3,0
44,-20,1,0
45,-20,1,0
46,-20,1,0
47,-20,1,0
48,352,5,0
49,-20,1,0
50,82,3,0
51,106,5,0
52,20,2,0
53,-20,1,0
54,-20,1,0
55,-20,1,0
56,-20,1,0
57,27,2,0
58,-20,1,0
59,329,3,0
60,-20,1,0
61,-20,1,0
62,319,3,0
63,-20,1,0
64,-20,1,0
65,-20,1,0
66,5,2,0
67,-20,1,0
68,-20,1,0
69,-20,1,0
70,-20,1,0
71,25,2,0
72,42,2,0
73,347,5,0
74,473,4,0
75,-11,2,0
76,-20,2,0
77,-20,1,0
78,151,2,0
79,230,5,0
80,-20,1,0
81,-20,1,0
82,-20,1,0
83,-9,2,0
84,-20,1,0
85,-20,1,0
86,-20,1,0
87,-15,2,0
88,-20,1,0
89,443,6,0
90,32,3,0
91,-20,1,0
92,147,2,0
93,67,3,0
94,-20,1,0
95,-20,1,0
96,-5,2,0
97,5,2,0
98,-20,1,0
99,29,2,0
100,126,2,0
101,158,3,0
102,24,2,0
103,-20,1,0
104,194,3,0
105,-20,1,0
106,138,4,0
107,134,4,0
108,-20,1,0
109,132,2,0
110,23,2,0
111,-20,1,0
112,15,3,0
113,-20,1,0
114,182,4,0
115,-20,1,0
116,-20,1,0
117,57,3,0
118,-20,1,0
119,-20,1,0
120,-20,1,0
121,173,3,0
122,10,2,0
123,-20,1,0
124,158,4,0
125,20,2,0
126,42,3,0
127,-20,1,0
128,-20,1,0
129,-20,1,0
130,-20,1,0
131,18,2,0
132,16,2,0
133,-20,1,0
